carrier,airport,scheduled_departure,actual_departure,delay,date,day,month
Porter Airlines,YQB,2025-06-30T12:10:00Z,2025-06-30T12:19:00Z,9,2025-06-30,30,Jun
Air Transat,YUL,2025-01-12T09:05:00Z,2025-01-12T09:55:00Z,50,2025-01-12,12,Jan
Flair Airlines,YYZ,2025-02-02T11:15:00Z,2025-02-02T11:34:00Z,19,2025-02-02,2,Feb
Canadian North,YVR,2025-08-21T13:50:00Z,2025-08-21T14:06:00Z,16,2025-08-21,21,Aug
Jazz Aviation,YKF,2025-06-10T11:20:00Z,2025-06-10T11:52:00Z,32,2025-06-10,10,Jun
Porter Airlines,YUL,2025-12-27T03:25:00Z,2025-12-27T03:52:00Z,27,2025-12-27,27,Dec
Air Transat,YVR,2025-10-31T11:20:00Z,2025-10-31T11:28:00Z,8,2025-10-31,31,Oct
WestJet,YHZ,2025-12-04T19:40:00Z,2025-12-04T20:09:00Z,29,2025-12-04,4,Dec
Porter Airlines,YUL,2025-07-05T08:50:00Z,2025-07-05T09:13:00Z,23,2025-07-05,5,Jul
Air Transat,YYZ,2025-10-02T15:45:00Z,2025-10-02T16:14:00Z,29,2025-10-02,2,Oct
Porter Airlines,YOW,2025-06-08T12:25:00Z,2025-06-08T12:32:00Z,7,2025-06-08,8,Jun
Air Transat,YWG,2025-12-15T19:55:00Z,2025-12-15T20:33:00Z,38,2025-12-15,15,Dec
PAL Airlines,YEG,2025-07-26T11:40:00Z,2025-07-26T11:53:00Z,13,2025-07-26,26,Jul
WestJet,YQB,2025-12-08T16:25:00Z,2025-12-08T16:37:00Z,12,2025-12-08,8,Dec
WestJet,YEG,2025-06-11T16:00:00Z,2025-06-11T16:13:00Z,13,2025-06-11,11,Jun
Air Canada,YUL,2025-10-04T13:15:00Z,2025-10-04T13:48:00Z,33,2025-10-04,4,Oct
Flair Airlines,YVR,2025-12-22T21:50:00Z,2025-12-22T22:14:00Z,24,2025-12-22,22,Dec
Air Canada,YEG,2025-05-15T19:40:00Z,2025-05-15T19:45:00Z,5,2025-05-15,15,May
Porter Airlines,YQB,2025-02-24T20:50:00Z,2025-02-24T21:25:00Z,35,2025-02-24,24,Feb
Air Canada,YVR,2025-11-29T11:45:00Z,2025-11-29T11:59:00Z,14,2025-11-29,29,Nov
PAL Airlines,YOW,2025-01-12T00:40:00Z,2025-01-12T01:01:00Z,21,2025-01-12,12,Jan
WestJet,YYC,2025-11-10T17:10:00Z,2025-11-10T17:32:00Z,22,2025-11-10,10,Nov
Air Canada,YYC,2025-09-16T09:30:00Z,2025-09-16T10:01:00Z,31,2025-09-16,16,Sep
Flair Airlines,YVR,2025-02-28T14:50:00Z,2025-02-28T15:25:00Z,35,2025-02-28,28,Feb
WestJet,YEG,2025-02-10T14:55:00Z,2025-02-10T15:18:00Z,23,2025-02-10,10,Feb
Porter Airlines,YYT,2025-03-11T19:00:00Z,2025-03-11T19:20:00Z,20,2025-03-11,11,Mar
Flair Airlines,YEG,2025-07-17T03:05:00Z,2025-07-17T03:20:00Z,15,2025-07-17,17,Jul
Air Canada,YYT,2025-01-12T21:45:00Z,2025-01-12T22:21:00Z,36,2025-01-12,12,Jan
PAL Airlines,YVR,2025-06-25T13:30:00Z,2025-06-25T13:45:00Z,15,2025-06-25,25,Jun
Air Transat,YHZ,2025-02-27T12:25:00Z,2025-02-27T12:54:00Z,29,2025-02-27,27,Feb
WestJet,YWG,2025-10-16T21:25:00Z,2025-10-16T21:42:00Z,17,2025-10-16,16,Oct
WestJet,YQR,2025-11-11T08:45:00Z,2025-11-11T08:56:00Z,11,2025-11-11,11,Nov
Porter Airlines,YWG,2025-02-23T05:10:00Z,2025-02-23T05:34:00Z,24,2025-02-23,23,Feb
Air Canada,YQR,2025-11-20T10:20:00Z,2025-11-20T10:50:00Z,30,2025-11-20,20,Nov
Porter Airlines,YYC,2025-03-17T02:25:00Z,2025-03-17T02:29:00Z,4,2025-03-17,17,Mar
Air Canada,YUL,2025-03-03T15:40:00Z,2025-03-03T15:50:00Z,10,2025-03-03,3,Mar
Porter Airlines,YYZ,2025-10-05T08:20:00Z,2025-10-05T08:44:00Z,24,2025-10-05,5,Oct
WestJet,YYZ,2025-07-03T20:55:00Z,2025-07-03T21:21:00Z,26,2025-07-03,3,Jul
Air Canada,YYZ,2025-08-10T00:30:00Z,2025-08-10T00:43:00Z,13,2025-08-10,10,Aug
WestJet,YQB,2025-04-10T10:45:00Z,2025-04-10T11:05:00Z,20,2025-04-10,10,Apr
WestJet,YQT,2025-08-21T09:55:00Z,2025-08-21T10:02:00Z,7,2025-08-21,21,Aug
WestJet,YWG,2025-09-23T06:45:00Z,2025-09-23T06:49:00Z,4,2025-09-23,23,Sep
Air Canada,YWG,2025-01-20T21:35:00Z,2025-01-20T22:00:00Z,25,2025-01-20,20,Jan
Air Canada,YQB,2025-10-25T15:10:00Z,2025-10-25T15:19:00Z,9,2025-10-25,25,Oct
Flair Airlines,YHZ,2025-10-02T05:45:00Z,2025-10-02T05:54:00Z,9,2025-10-02,2,Oct
Flair Airlines,YEG,2025-09-19T15:40:00Z,2025-09-19T15:56:00Z,16,2025-09-19,19,Sep
Air Canada,YVR,2025-09-16T07:45:00Z,2025-09-16T08:21:00Z,36,2025-09-16,16,Sep
Air Transat,YQT,2025-11-10T06:05:00Z,2025-11-10T06:24:00Z,19,2025-11-10,10,Nov
Porter Airlines,YEG,2025-06-10T12:30:00Z,2025-06-10T12:36:00Z,6,2025-06-10,10,Jun
Canadian North,YYC,2025-08-04T11:05:00Z,2025-08-04T11:47:00Z,42,2025-08-04,4,Aug
WestJet,YYC,2025-05-31T13:25:00Z,2025-05-31T13:30:00Z,5,2025-05-31,31,May
WestJet,YQB,2025-03-25T01:25:00Z,2025-03-25T01:36:00Z,11,2025-03-25,25,Mar
Air Canada,YKF,2025-06-27T13:40:00Z,2025-06-27T13:59:00Z,19,2025-06-27,27,Jun
WestJet,YVR,2025-11-11T11:55:00Z,2025-11-11T12:17:00Z,22,2025-11-11,11,Nov
Porter Airlines,YUL,2025-06-06T08:55:00Z,2025-06-06T09:31:00Z,36,2025-06-06,6,Jun
WestJet,YYC,2025-07-11T15:35:00Z,2025-07-11T15:47:00Z,12,2025-07-11,11,Jul
Porter Airlines,YOW,2025-03-25T10:35:00Z,2025-03-25T10:38:00Z,3,2025-03-25,25,Mar
Porter Airlines,YYZ,2025-04-08T10:15:00Z,2025-04-08T10:21:00Z,6,2025-04-08,8,Apr
Flair Airlines,YYC,2025-11-01T14:45:00Z,2025-11-01T14:57:00Z,12,2025-11-01,1,Nov
Flair Airlines,YXX,2025-05-02T12:10:00Z,2025-05-02T12:27:00Z,17,2025-05-02,2,May
Porter Airlines,YYT,2025-01-07T12:15:00Z,2025-01-07T12:43:00Z,28,2025-01-07,7,Jan
Flair Airlines,YUL,2025-11-20T12:05:00Z,2025-11-20T12:15:00Z,10,2025-11-20,20,Nov
Air Canada,YYZ,2025-06-13T13:10:00Z,2025-06-13T13:30:00Z,20,2025-06-13,13,Jun
Porter Airlines,YEG,2025-07-15T16:25:00Z,2025-07-15T16:31:00Z,6,2025-07-15,15,Jul
Air Transat,YYC,2025-06-09T23:05:00Z,2025-06-09T23:21:00Z,16,2025-06-09,9,Jun
Air Canada,YVR,2025-03-05T11:05:00Z,2025-03-05T11:12:00Z,7,2025-03-05,5,Mar
Air Transat,YEG,2025-09-13T18:45:00Z,2025-09-13T19:06:00Z,21,2025-09-13,13,Sep
Air Canada,YUL,2025-07-24T14:10:00Z,2025-07-24T14:23:00Z,13,2025-07-24,24,Jul
WestJet,YVR,2025-03-11T07:30:00Z,2025-03-11T08:05:00Z,35,2025-03-11,11,Mar
Jazz Aviation,YVR,2025-08-23T17:50:00Z,2025-08-23T18:00:00Z,10,2025-08-23,23,Aug
Flair Airlines,YOW,2025-10-01T12:50:00Z,2025-10-01T13:09:00Z,19,2025-10-01,1,Oct
Flair Airlines,YYT,2025-11-28T20:25:00Z,2025-11-28T20:35:00Z,10,2025-11-28,28,Nov
Jazz Aviation,YYZ,2025-11-30T14:55:00Z,2025-11-30T15:08:00Z,13,2025-11-30,30,Nov
WestJet,YVR,2025-07-15T10:20:00Z,2025-07-15T10:38:00Z,18,2025-07-15,15,Jul
Porter Airlines,YYC,2025-09-08T19:00:00Z,2025-09-08T20:33:00Z,93,2025-09-08,8,Sep
Air Canada,YYC,2025-11-08T08:55:00Z,2025-11-08T09:11:00Z,16,2025-11-08,8,Nov
WestJet,YYT,2025-07-19T06:25:00Z,2025-07-19T06:41:00Z,16,2025-07-19,19,Jul
WestJet,YVR,2025-06-20T11:05:00Z,2025-06-20T12:15:00Z,70,2025-06-20,20,Jun
Air Canada,YVR,2025-11-21T00:55:00Z,2025-11-21T01:07:00Z,12,2025-11-21,21,Nov
WestJet,YVR,2025-03-07T16:05:00Z,2025-03-07T16:35:00Z,30,2025-03-07,7,Mar
WestJet,YQB,2025-04-07T14:50:00Z,2025-04-07T15:23:00Z,33,2025-04-07,7,Apr
Flair Airlines,YOW,2025-04-21T19:45:00Z,2025-04-21T20:08:00Z,23,2025-04-21,21,Apr
Air Canada,YYZ,2025-03-31T14:30:00Z,2025-03-31T14:40:00Z,10,2025-03-31,31,Mar
Flair Airlines,YVR,2025-07-27T16:55:00Z,2025-07-27T17:42:00Z,47,2025-07-27,27,Jul
Air Canada,YEG,2025-05-18T16:20:00Z,2025-05-18T16:25:00Z,5,2025-05-18,18,May
WestJet,YVR,2025-02-21T13:00:00Z,2025-02-21T13:14:00Z,14,2025-02-21,21,Feb
Air Canada,YYT,2025-11-03T10:50:00Z,2025-11-03T11:08:00Z,18,2025-11-03,3,Nov
Porter Airlines,YYZ,2025-06-07T03:00:00Z,2025-06-07T03:24:00Z,24,2025-06-07,7,Jun
WestJet,YHZ,2025-10-30T11:30:00Z,2025-10-30T11:51:00Z,21,2025-10-30,30,Oct
WestJet,YYC,2025-05-28T21:10:00Z,2025-05-28T21:27:00Z,17,2025-05-28,28,May
Flair Airlines,YQB,2025-02-18T10:30:00Z,2025-02-18T10:59:00Z,29,2025-02-18,18,Feb
WestJet,YEG,2025-08-14T15:50:00Z,2025-08-14T15:57:00Z,7,2025-08-14,14,Aug
Flair Airlines,YHZ,2025-04-30T12:25:00Z,2025-04-30T12:34:00Z,9,2025-04-30,30,Apr
Air Canada,YWG,2025-07-15T16:05:00Z,2025-07-15T17:22:00Z,77,2025-07-15,15,Jul
WestJet,YYZ,2025-02-26T12:40:00Z,2025-02-26T12:56:00Z,16,2025-02-26,26,Feb
Air Canada,YYZ,2025-03-25T09:40:00Z,2025-03-25T10:45:00Z,65,2025-03-25,25,Mar
WestJet,YQR,2025-05-11T20:00:00Z,2025-05-11T20:03:00Z,3,2025-05-11,11,May
WestJet,YUL,2025-08-21T09:05:00Z,2025-08-21T09:15:00Z,10,2025-08-21,21,Aug
Flair Airlines,YYZ,2025-06-12T17:00:00Z,2025-06-12T17:24:00Z,24,2025-06-12,12,Jun
Jazz Aviation,YUL,2025-11-29T00:15:00Z,2025-11-29T00:28:00Z,13,2025-11-29,29,Nov
Flair Airlines,YVR,2025-09-26T14:35:00Z,2025-09-26T15:06:00Z,31,2025-09-26,26,Sep
Air Transat,YYZ,2025-10-26T02:40:00Z,2025-10-26T02:56:00Z,16,2025-10-26,26,Oct
Jazz Aviation,YQT,2025-01-02T16:30:00Z,2025-01-02T17:13:00Z,43,2025-01-02,2,Jan
Porter Airlines,YYZ,2025-04-14T15:05:00Z,2025-04-14T15:22:00Z,17,2025-04-14,14,Apr
WestJet,YXE,2025-11-30T21:05:00Z,2025-11-30T21:08:00Z,3,2025-11-30,30,Nov
Porter Airlines,YYZ,2025-04-06T09:20:00Z,2025-04-06T09:28:00Z,8,2025-04-06,6,Apr
WestJet,YQB,2025-08-26T10:20:00Z,2025-08-26T10:54:00Z,34,2025-08-26,26,Aug
Air Canada,YYC,2025-08-17T11:40:00Z,2025-08-17T12:15:00Z,35,2025-08-17,17,Aug
WestJet,YYC,2025-03-29T06:50:00Z,2025-03-29T06:58:00Z,8,2025-03-29,29,Mar
Jazz Aviation,YYZ,2025-06-30T21:30:00Z,2025-06-30T22:00:00Z,30,2025-06-30,30,Jun
Air Canada,YXX,2025-01-23T20:35:00Z,2025-01-23T20:56:00Z,21,2025-01-23,23,Jan
Air Canada,YYZ,2025-06-11T07:30:00Z,2025-06-11T07:45:00Z,15,2025-06-11,11,Jun
Flair Airlines,YEG,2025-07-08T19:05:00Z,2025-07-08T19:26:00Z,21,2025-07-08,8,Jul
Air Canada,YXE,2025-08-30T07:35:00Z,2025-08-30T08:10:00Z,35,2025-08-30,30,Aug
Flair Airlines,YYC,2025-10-06T15:10:00Z,2025-10-06T15:19:00Z,9,2025-10-06,6,Oct
Air Canada,YOW,2025-06-28T14:35:00Z,2025-06-28T15:04:00Z,29,2025-06-28,28,Jun
Air Canada,YVR,2025-04-10T11:50:00Z,2025-04-10T12:11:00Z,21,2025-04-10,10,Apr
Air Transat,YKF,2025-09-19T12:35:00Z,2025-09-19T12:41:00Z,6,2025-09-19,19,Sep
WestJet,YVR,2025-01-19T10:15:00Z,2025-01-19T10:50:00Z,35,2025-01-19,19,Jan
WestJet,YUL,2025-06-19T21:05:00Z,2025-06-19T21:24:00Z,19,2025-06-19,19,Jun
Porter Airlines,YWG,2025-02-10T16:15:00Z,2025-02-10T16:26:00Z,11,2025-02-10,10,Feb
Canadian North,YYZ,2025-06-22T14:55:00Z,2025-06-22T15:08:00Z,13,2025-06-22,22,Jun
Air Canada,YHZ,2025-04-14T13:15:00Z,2025-04-14T13:36:00Z,21,2025-04-14,14,Apr
Air Canada,YYZ,2025-02-10T09:15:00Z,2025-02-10T09:46:00Z,31,2025-02-10,10,Feb
Porter Airlines,YQB,2025-09-06T15:25:00Z,2025-09-06T15:38:00Z,13,2025-09-06,6,Sep
Air Canada,YYC,2025-09-23T21:25:00Z,2025-09-23T21:40:00Z,15,2025-09-23,23,Sep
Porter Airlines,YUL,2025-08-23T07:10:00Z,2025-08-23T07:24:00Z,14,2025-08-23,23,Aug
WestJet,YHZ,2025-09-17T08:45:00Z,2025-09-17T08:50:00Z,5,2025-09-17,17,Sep
Flair Airlines,YVR,2025-05-10T16:55:00Z,2025-05-10T17:20:00Z,25,2025-05-10,10,May
Air Canada,YEG,2025-06-10T14:05:00Z,2025-06-10T14:17:00Z,12,2025-06-10,10,Jun
Air Transat,YVR,2025-08-21T08:05:00Z,2025-08-21T08:28:00Z,23,2025-08-21,21,Aug
Air Canada,YVR,2025-02-19T10:05:00Z,2025-02-19T11:04:00Z,59,2025-02-19,19,Feb
WestJet,YYZ,2025-10-29T12:30:00Z,2025-10-29T12:39:00Z,9,2025-10-29,29,Oct
Porter Airlines,YWG,2025-06-14T07:05:00Z,2025-06-14T07:45:00Z,40,2025-06-14,14,Jun
Air Canada,YYZ,2025-09-06T08:30:00Z,2025-09-06T08:47:00Z,17,2025-09-06,6,Sep
WestJet,YKF,2025-12-18T15:30:00Z,2025-12-18T15:51:00Z,21,2025-12-18,18,Dec
Jazz Aviation,YYZ,2025-03-15T10:15:00Z,2025-03-15T10:23:00Z,8,2025-03-15,15,Mar
Flair Airlines,YVR,2025-03-11T04:45:00Z,2025-03-11T05:07:00Z,22,2025-03-11,11,Mar
Air Canada,YYZ,2025-03-05T09:50:00Z,2025-03-05T10:09:00Z,19,2025-03-05,5,Mar
Canadian North,YYC,2025-03-26T10:30:00Z,2025-03-26T10:39:00Z,9,2025-03-26,26,Mar
Air Canada,YOW,2025-10-10T08:30:00Z,2025-10-10T08:36:00Z,6,2025-10-10,10,Oct
Air Canada,YVR,2025-02-14T07:55:00Z,2025-02-14T08:23:00Z,28,2025-02-14,14,Feb
WestJet,YEG,2025-06-15T13:30:00Z,2025-06-15T13:47:00Z,17,2025-06-15,15,Jun
WestJet,YYT,2025-12-13T10:30:00Z,2025-12-13T10:44:00Z,14,2025-12-13,13,Dec
Porter Airlines,YXE,2025-04-18T07:35:00Z,2025-04-18T07:55:00Z,20,2025-04-18,18,Apr
Air Canada,YUL,2025-11-14T08:50:00Z,2025-11-14T09:41:00Z,51,2025-11-14,14,Nov
Flair Airlines,YQB,2025-03-05T11:30:00Z,2025-03-05T11:37:00Z,7,2025-03-05,5,Mar
Air Canada,YHZ,2025-11-02T06:10:00Z,2025-11-02T06:34:00Z,24,2025-11-02,2,Nov
PAL Airlines,YQR,2025-03-15T17:40:00Z,2025-03-15T18:05:00Z,25,2025-03-15,15,Mar
Porter Airlines,YYC,2025-05-06T09:10:00Z,2025-05-06T09:14:00Z,4,2025-05-06,6,May
WestJet,YUL,2025-08-30T15:00:00Z,2025-08-30T16:20:00Z,80,2025-08-30,30,Aug
WestJet,YVR,2025-12-24T18:50:00Z,2025-12-24T19:24:00Z,34,2025-12-24,24,Dec
Canadian North,YYC,2025-08-22T09:30:00Z,2025-08-22T09:45:00Z,15,2025-08-22,22,Aug
WestJet,YYC,2025-09-30T17:40:00Z,2025-09-30T17:50:00Z,10,2025-09-30,30,Sep
Flair Airlines,YUL,2025-01-22T08:15:00Z,2025-01-22T08:43:00Z,28,2025-01-22,22,Jan
Flair Airlines,YVR,2025-12-05T12:50:00Z,2025-12-05T13:10:00Z,20,2025-12-05,5,Dec
Air Canada,YYC,2025-11-21T08:35:00Z,2025-11-21T09:02:00Z,27,2025-11-21,21,Nov
Flair Airlines,YVR,2025-10-09T04:45:00Z,2025-10-09T04:58:00Z,13,2025-10-09,9,Oct
Air Canada,YVR,2025-05-31T09:30:00Z,2025-05-31T09:37:00Z,7,2025-05-31,31,May
WestJet,YYZ,2025-05-07T14:00:00Z,2025-05-07T14:13:00Z,13,2025-05-07,7,May
PAL Airlines,YHZ,2025-07-20T11:30:00Z,2025-07-20T11:53:00Z,23,2025-07-20,20,Jul
Porter Airlines,YOW,2025-03-16T00:50:00Z,2025-03-16T00:53:00Z,3,2025-03-16,16,Mar
Porter Airlines,YEG,2025-07-25T10:05:00Z,2025-07-25T10:11:00Z,6,2025-07-25,25,Jul
WestJet,YOW,2025-08-06T08:40:00Z,2025-08-06T08:55:00Z,15,2025-08-06,6,Aug
Air Transat,YQB,2025-10-22T15:50:00Z,2025-10-22T16:03:00Z,13,2025-10-22,22,Oct
Jazz Aviation,YUL,2025-01-26T13:45:00Z,2025-01-26T14:08:00Z,23,2025-01-26,26,Jan
Flair Airlines,YHZ,2025-12-13T19:50:00Z,2025-12-13T20:27:00Z,37,2025-12-13,13,Dec
WestJet,YYC,2025-07-08T15:40:00Z,2025-07-08T16:00:00Z,20,2025-07-08,8,Jul
Flair Airlines,YUL,2025-03-07T08:15:00Z,2025-03-07T08:32:00Z,17,2025-03-07,7,Mar
Air Canada,YVR,2025-03-27T12:50:00Z,2025-03-27T12:57:00Z,7,2025-03-27,27,Mar
Air Canada,YYT,2025-12-31T07:50:00Z,2025-12-31T08:27:00Z,37,2025-12-31,31,Dec
Air Canada,YUL,2025-11-30T07:55:00Z,2025-11-30T08:14:00Z,19,2025-11-30,30,Nov
WestJet,YKF,2025-08-17T14:00:00Z,2025-08-17T14:08:00Z,8,2025-08-17,17,Aug
Air Canada,YWG,2025-03-06T07:30:00Z,2025-03-06T07:44:00Z,14,2025-03-06,6,Mar
Canadian North,YUL,2025-01-28T13:55:00Z,2025-01-28T14:18:00Z,23,2025-01-28,28,Jan
Air Canada,YOW,2025-07-01T09:25:00Z,2025-07-01T09:41:00Z,16,2025-07-01,1,Jul
Porter Airlines,YVR,2025-02-17T17:20:00Z,2025-02-17T17:48:00Z,28,2025-02-17,17,Feb
WestJet,YHZ,2025-04-08T10:35:00Z,2025-04-08T10:44:00Z,9,2025-04-08,8,Apr
PAL Airlines,YXE,2025-10-21T01:15:00Z,2025-10-21T01:27:00Z,12,2025-10-21,21,Oct
Air Canada,YUL,2025-01-28T11:50:00Z,2025-01-28T12:08:00Z,18,2025-01-28,28,Jan
Air Canada,YXX,2025-03-20T14:00:00Z,2025-03-20T14:15:00Z,15,2025-03-20,20,Mar
Air Canada,YHZ,2025-05-30T15:50:00Z,2025-05-30T16:18:00Z,28,2025-05-30,30,May
Porter Airlines,YOW,2025-04-10T11:05:00Z,2025-04-10T11:08:00Z,3,2025-04-10,10,Apr
Porter Airlines,YEG,2025-07-11T17:15:00Z,2025-07-11T17:27:00Z,12,2025-07-11,11,Jul
Air Canada,YEG,2025-06-01T15:35:00Z,2025-06-01T15:50:00Z,15,2025-06-01,1,Jun
Jazz Aviation,YOW,2025-04-19T20:40:00Z,2025-04-19T21:11:00Z,31,2025-04-19,19,Apr
Flair Airlines,YYC,2025-08-04T09:00:00Z,2025-08-04T09:35:00Z,35,2025-08-04,4,Aug
WestJet,YHZ,2025-03-11T18:00:00Z,2025-03-11T18:25:00Z,25,2025-03-11,11,Mar
WestJet,YXE,2025-07-15T18:05:00Z,2025-07-15T18:26:00Z,21,2025-07-15,15,Jul
Jazz Aviation,YHZ,2025-12-15T17:50:00Z,2025-12-15T18:16:00Z,26,2025-12-15,15,Dec
Air Canada,YHZ,2025-04-27T06:45:00Z,2025-04-27T06:51:00Z,6,2025-04-27,27,Apr
Air Transat,YOW,2025-04-06T12:35:00Z,2025-04-06T13:37:00Z,62,2025-04-06,6,Apr
WestJet,YHZ,2025-06-13T22:50:00Z,2025-06-13T23:12:00Z,22,2025-06-13,13,Jun
WestJet,YHZ,2025-12-17T10:50:00Z,2025-12-17T11:03:00Z,13,2025-12-17,17,Dec
Air Transat,YXE,2025-02-09T00:10:00Z,2025-02-09T00:23:00Z,13,2025-02-09,9,Feb
Air Transat,YUL,2025-08-29T21:00:00Z,2025-08-29T21:18:00Z,18,2025-08-29,29,Aug
WestJet,YQB,2025-02-27T12:45:00Z,2025-02-27T12:56:00Z,11,2025-02-27,27,Feb
Porter Airlines,YOW,2025-03-16T11:00:00Z,2025-03-16T11:40:00Z,40,2025-03-16,16,Mar
Porter Airlines,YOW,2025-08-10T18:40:00Z,2025-08-10T18:56:00Z,16,2025-08-10,10,Aug
Air Canada,YVR,2025-11-27T10:45:00Z,2025-11-27T11:11:00Z,26,2025-11-27,27,Nov
WestJet,YYC,2025-03-12T16:15:00Z,2025-03-12T16:34:00Z,19,2025-03-12,12,Mar
Porter Airlines,YUL,2025-03-19T03:10:00Z,2025-03-19T03:22:00Z,12,2025-03-19,19,Mar
Air Transat,YUL,2025-07-05T14:15:00Z,2025-07-05T14:44:00Z,29,2025-07-05,5,Jul
Air Canada,YUL,2025-10-29T03:50:00Z,2025-10-29T04:15:00Z,25,2025-10-29,29,Oct
Air Transat,YYC,2025-04-09T21:00:00Z,2025-04-09T21:12:00Z,12,2025-04-09,9,Apr
WestJet,YYC,2025-05-10T15:10:00Z,2025-05-10T15:22:00Z,12,2025-05-10,10,May
WestJet,YEG,2025-08-23T12:30:00Z,2025-08-23T12:37:00Z,7,2025-08-23,23,Aug
WestJet,YUL,2025-08-03T12:10:00Z,2025-08-03T12:48:00Z,38,2025-08-03,3,Aug
Porter Airlines,YQB,2025-08-17T15:40:00Z,2025-08-17T15:48:00Z,8,2025-08-17,17,Aug
WestJet,YOW,2025-05-10T12:55:00Z,2025-05-10T13:02:00Z,7,2025-05-10,10,May
Air Transat,YEG,2025-10-31T15:40:00Z,2025-10-31T15:50:00Z,10,2025-10-31,31,Oct
Air Canada,YYZ,2025-02-11T08:10:00Z,2025-02-11T08:48:00Z,38,2025-02-11,11,Feb
Air Canada,YYZ,2025-08-03T08:40:00Z,2025-08-03T09:33:00Z,53,2025-08-03,3,Aug
Jazz Aviation,YWG,2025-10-11T09:55:00Z,2025-10-11T10:10:00Z,15,2025-10-11,11,Oct
PAL Airlines,YUL,2025-08-16T21:00:00Z,2025-08-16T21:25:00Z,25,2025-08-16,16,Aug
Jazz Aviation,YQB,2025-09-25T16:40:00Z,2025-09-25T16:51:00Z,11,2025-09-25,25,Sep
Flair Airlines,YVR,2025-11-23T08:50:00Z,2025-11-23T09:25:00Z,35,2025-11-23,23,Nov
Air Canada,YVR,2025-07-12T07:45:00Z,2025-07-12T08:57:00Z,72,2025-07-12,12,Jul
PAL Airlines,YYZ,2025-08-23T14:50:00Z,2025-08-23T15:03:00Z,13,2025-08-23,23,Aug
WestJet,YWG,2025-08-20T13:10:00Z,2025-08-20T13:17:00Z,7,2025-08-20,20,Aug
Air Canada,YEG,2025-10-21T06:15:00Z,2025-10-21T06:36:00Z,21,2025-10-21,21,Oct
PAL Airlines,YOW,2025-12-12T23:50:00Z,2025-12-13T00:22:00Z,32,2025-12-12,12,Dec
Jazz Aviation,YOW,2025-06-27T21:50:00Z,2025-06-27T22:11:00Z,21,2025-06-27,27,Jun
Air Canada,YHZ,2025-01-18T19:25:00Z,2025-01-18T19:41:00Z,16,2025-01-18,18,Jan
WestJet,YVR,2025-05-21T10:05:00Z,2025-05-21T10:23:00Z,18,2025-05-21,21,May
Air Canada,YYZ,2025-06-05T18:30:00Z,2025-06-05T18:46:00Z,16,2025-06-05,5,Jun
Air Transat,YYT,2025-11-13T14:05:00Z,2025-11-13T14:20:00Z,15,2025-11-13,13,Nov
Air Canada,YYZ,2025-07-03T13:45:00Z,2025-07-03T13:58:00Z,13,2025-07-03,3,Jul
WestJet,YYC,2025-10-22T11:00:00Z,2025-10-22T11:27:00Z,27,2025-10-22,22,Oct
Air Transat,YYZ,2025-02-22T10:40:00Z,2025-02-22T11:26:00Z,46,2025-02-22,22,Feb
Air Canada,YWG,2025-11-15T11:50:00Z,2025-11-15T12:07:00Z,17,2025-11-15,15,Nov
Air Transat,YQB,2025-08-03T21:10:00Z,2025-08-03T21:26:00Z,16,2025-08-03,3,Aug
Canadian North,YYT,2025-09-29T21:00:00Z,2025-09-29T21:17:00Z,17,2025-09-29,29,Sep
Porter Airlines,YQR,2025-08-10T08:55:00Z,2025-08-10T09:04:00Z,9,2025-08-10,10,Aug
WestJet,YOW,2025-04-14T07:15:00Z,2025-04-14T07:39:00Z,24,2025-04-14,14,Apr
Air Canada,YWG,2025-12-02T14:05:00Z,2025-12-02T14:21:00Z,16,2025-12-02,2,Dec
Air Canada,YHZ,2025-12-21T20:25:00Z,2025-12-21T21:11:00Z,46,2025-12-21,21,Dec
WestJet,YYC,2025-08-11T15:10:00Z,2025-08-11T15:33:00Z,23,2025-08-11,11,Aug
WestJet,YUL,2025-01-04T10:15:00Z,2025-01-04T10:33:00Z,18,2025-01-04,4,Jan
Flair Airlines,YUL,2025-12-16T12:25:00Z,2025-12-16T12:43:00Z,18,2025-12-16,16,Dec
Air Canada,YOW,2025-03-01T17:10:00Z,2025-03-01T17:26:00Z,16,2025-03-01,1,Mar
Flair Airlines,YXE,2025-01-23T17:45:00Z,2025-01-23T18:04:00Z,19,2025-01-23,23,Jan
Jazz Aviation,YEG,2025-12-10T14:10:00Z,2025-12-10T14:26:00Z,16,2025-12-10,10,Dec
WestJet,YYC,2025-03-07T11:40:00Z,2025-03-07T12:08:00Z,28,2025-03-07,7,Mar
Canadian North,YHZ,2025-04-13T12:10:00Z,2025-04-13T12:18:00Z,8,2025-04-13,13,Apr
Flair Airlines,YQR,2025-01-30T08:35:00Z,2025-01-30T08:53:00Z,18,2025-01-30,30,Jan
Air Canada,YOW,2025-09-21T11:35:00Z,2025-09-21T11:49:00Z,14,2025-09-21,21,Sep
Canadian North,YOW,2025-07-19T17:20:00Z,2025-07-19T17:35:00Z,15,2025-07-19,19,Jul
WestJet,YUL,2025-02-26T13:30:00Z,2025-02-26T13:57:00Z,27,2025-02-26,26,Feb
WestJet,YWG,2025-01-05T12:10:00Z,2025-01-05T12:28:00Z,18,2025-01-05,5,Jan
Porter Airlines,YVR,2025-04-20T08:25:00Z,2025-04-20T08:30:00Z,5,2025-04-20,20,Apr
